Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
10/18/2013,68,60,51,52,48,46,83,66,48,30.06,30.02,29.99,10,10,10,23,10,25.0,0,1,,294,94107
10/19/2013,74,62,49,52,48,45,86,65,44,30.09,30.04,30.0,10,10,10,21,9,23.0,0,0,,301,94107
10/20/2013,64,57,49,52,47,45,93,77,60,30.03,29.99,29.92,10,8,0,22,11,26.0,0,2,Fog,290,94107
10/21/2013,61,55,48,50,47,45,93,80,67,30.03,29.98,29.93,10,10,7,21,9,25.0,0,3,,284,94107
10/22/2013,64,56,47,51,48,46,100,82,64,30.03,29.99,29.93,10,5,0,21,10,25.0,0,5,Fog,281,94107
10/23/2013,61,55,49,51,48,46,93,83,72,30.0,29.96,29.91,10,7,2,23,9,28.0,0,6,Fog,282,94107
10/24/2013,60,57,53,48,47,45,83,73,62,30.12,30.05,29.99,10,10,8,15,9,20.0,0,6,,269,94107
10/25/2013,67,59,50,50,47,45,86,69,52,30.18,30.13,30.09,10,10,10,21,9,24.0,0,4,,263,94107
10/26/2013,70,60,49,53,48,43,89,67,44,30.15,30.09,30.02,10,10,10,22,9,25.0,0,1,Fog,292,94107
10/27/2013,60,55,50,49,47,45,89,76,62,30.04,29.9,29.69,10,10,10,43,18,51.0,T,6,Rain,267,94107
10/28/2013,61,57,52,48,46,44,83,69,55,29.86,29.75,29.69,10,10,10,36,15,43.0,0,5,,263,94107
10/29/2013,63,58,52,48,45,42,83,66,48,30.06,29.97,29.87,10,10,10,17,7,21.0,0,4,,256,94107
10/30/2013,65,57,48,50,45,42,83,66,48,30.16,30.11,30.07,10,10,10,18,7,22.0,0,2,,286,94107
10/31/2013,70,59,48,51,43,38,71,54,37,30.19,30.13,30.08,10,10,10,14,4,,0,0,,300,94107
11/1/2013,74,63,51,53,45,41,77,57,37,30.14,30.08,30.01,10,10,10,15,4,18.0,0,0,,315,94107
11/2/2013,63,57,50,51,47,41,89,73,56,30.03,29.99,29.93,10,9,2,28,13,33.0,0,3,,284,94107
11/3/2013,63,55,47,45,41,34,77,56,34,30.06,29.99,29.94,10,10,10,22,9,24.0,0,4,,277,94107
11/4/2013,67,56,44,43,39,32,80,56,31,30.07,30.0,29.94,10,10,10,23,9,28.0,0,0,,286,94107
11/5/2013,71,61,50,45,38,29,66,44,22,30.22,30.16,30.08,10,10,10,15,4,17.0,0,1,,279,94107
11/6/2013,70,61,51,49,42,36,72,52,31,30.26,30.21,30.16,10,10,9,5,0,6.0,0,5,,68,94107
11/7/2013,71,64,56,51,46,40,80,61,42,30.18,30.13,30.09,10,10,9,22,8,26.0,0,4,,284,94107
11/8/2013,70,60,50,53,48,40,100,72,43,30.1,30.05,29.98,10,7,0,24,8,26.0,0,2,Fog,269,94107
11/9/2013,66,57,48,53,47,40,80,64,48,30.05,30.01,29.97,10,10,9,12,3,14.0,0,1,,334,94107
11/10/2013,64,58,51,51,48,45,83,72,60,30.13,30.09,30.04,10,10,9,13,5,16.0,0,3,,269,94107
11/11/2013,62,58,54,51,49,46,83,72,60,30.17,30.13,30.09,10,9,6,12,5,15.0,0,7,,76,94107
11/12/2013,70,64,57,53,50,46,77,62,47,30.27,30.23,30.17,10,10,10,18,7,22.0,T,4,,312,94107
11/13/2013,68,60,52,55,51,47,93,77,60,30.25,30.18,30.12,10,10,9,23,8,26.0,0,3,Fog,303,94107
11/14/2013,61,56,51,52,49,45,96,84,71,30.13,30.03,29.9,10,10,8,29,13,37.0,0,5,,266,94107
11/15/2013,65,58,50,46,44,41,83,66,48,29.89,29.82,29.76,10,10,10,35,12,40.0,0,1,,268,94107
11/16/2013,62,56,49,50,46,42,83,67,51,29.94,29.86,29.79,10,10,10,26,14,35.0,0,2,,273,94107
11/17/2013,63,56,49,49,45,42,89,69,48,30.1,30.03,29.94,10,10,10,13,6,16.0,0,4,,245,94107
11/18/2013,60,53,46,46,44,40,82,69,55,30.16,30.12,30.1,10,10,10,15,5,18.0,0,5,,199,94107
11/19/2013,61,58,54,55,50,45,93,80,66,30.1,30.03,29.95,10,9,6,14,7,16.0,0.28,7,Rain,131,94107
11/20/2013,59,55,51,56,53,47,93,90,86,29.94,29.9,29.85,10,9,4,22,7,24.0,0.63,7,Rain,239,94107
11/21/2013,62,56,50,49,42,32,93,64,35,29.99,29.94,29.91,10,10,9,32,11,39.0,T,5,Rain,349,94107
11/22/2013,69,63,57,39,32,25,40,30,19,30.03,29.97,29.91,10,10,10,26,14,32.0,0,1,,47,94107
11/23/2013,65,58,50,45,38,31,71,50,28,30.11,30.04,29.97,10,10,10,22,5,32.0,0,0,,79,94107
11/24/2013,60,53,45,49,43,39,86,70,53,30.26,30.19,30.12,10,10,10,9,3,10.0,0,0,,319,94107
11/25/2013,61,53,44,46,43,38,86,70,53,30.33,30.28,30.25,10,10,9,7,2,10.0,0,1,,180,94107
11/26/2013,62,55,47,47,44,39,86,65,43,30.27,30.16,30.04,10,9,6,7,2,8.0,0,5,,100,94107
11/27/2013,62,55,48,49,45,41,86,69,52,30.03,29.92,29.85,10,9,7,7,1,7.0,0,5,,137,94107
11/28/2013,66,58,49,51,44,37,83,64,44,30.08,29.96,29.88,10,9,7,16,4,18.0,0,3,,280,94107
11/29/2013,62,54,46,51,45,38,77,70,63,30.22,30.15,30.09,10,10,9,24,3,28.0,0,0,Fog,316,94107
11/30/2013,63,54,45,51,47,41,93,79,65,30.28,30.25,30.19,10,6,0,15,4,20.0,0,3,Fog,303,94107
12/1/2013,67,57,46,50,46,41,86,66,46,30.35,30.27,30.22,10,10,9,14,4,16.0,0,1,,308,94107
12/2/2013,62,54,46,54,49,44,96,80,64,30.22,30.1,29.99,10,8,0,33,14,38.0,T,5,Fog-Rain,277,94107
12/3/2013,56,51,46,54,38,25,93,69,45,29.98,29.92,29.87,10,10,4,24,14,31.0,0,4,,285,94107
12/4/2013,52,46,39,31,26,21,62,46,30,30.09,30.04,29.96,10,10,10,14,5,16.0,0,0,,309,94107
12/5/2013,51,43,35,31,24,18,64,45,26,30.18,30.14,30.09,10,10,10,12,4,14.0,0,0,,196,94107
12/6/2013,53,45,37,48,37,31,80,65,50,30.19,30.1,29.94,10,10,6,30,9,43.0,0.29,6,Rain,180,94107
