Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
11/3/2013,62,54,46,46,40,23,87,66,22,30.07,30.0,29.94,10,10,10,12,3,,0,2,,305,94063
11/4/2013,66,55,44,41,36,27,81,56,24,30.08,29.99,29.94,10,10,10,12,3,,0,0,,304,94063
11/5/2013,69,58,46,46,36,32,71,49,25,30.23,30.15,30.08,10,10,9,7,2,,0,0,,307,94063
11/6/2013,69,58,48,48,40,37,71,55,31,30.27,30.21,30.17,10,10,9,5,1,,0,1,,329,94063
11/7/2013,68,60,53,50,44,39,82,62,42,30.19,30.14,30.09,10,10,7,9,1,,0,1,,355,94063
11/8/2013,71,60,50,55,47,39,100,79,41,30.11,30.06,29.98,10,8,0,9,1,,0,2,Fog,328,94063
11/9/2013,68,57,46,54,45,41,93,77,43,30.06,30.02,29.98,10,10,10,7,1,,0,2,,299,94063
11/10/2013,62,54,46,50,47,45,94,85,63,30.13,30.09,30.05,10,9,4,7,1,,0,3,,260,94063
11/11/2013,62,56,51,54,50,48,88,80,63,30.18,30.13,30.09,10,8,4,9,3,,0,5,,338,94063
11/12/2013,69,62,55,54,49,45,94,71,46,30.27,30.23,30.16,10,10,10,7,3,,0,2,,325,94063
11/13/2013,73,62,50,55,50,46,94,83,38,30.27,30.2,30.13,10,10,10,7,1,,0,1,,334,94063
11/14/2013,62,56,50,54,48,41,100,80,55,30.14,30.05,29.91,10,8,1,15,3,17.0,0,5,,298,94063
11/15/2013,64,55,46,46,43,34,82,69,32,29.91,29.84,29.76,10,10,10,16,9,23.0,0,0,,282,94063
11/16/2013,66,56,46,50,45,41,88,77,48,29.95,29.86,29.8,10,10,10,15,4,20.0,0,1,,249,94063
11/17/2013,59,52,46,48,45,41,93,82,55,30.11,30.02,29.95,10,10,10,10,1,,0,1,,222,94063
11/18/2013,59,52,44,48,43,41,87,79,59,30.16,30.12,30.1,10,10,10,12,2,,0,3,,203,94063
11/19/2013,59,54,50,55,50,45,94,85,72,30.12,30.05,29.96,10,9,3,7,1,,0.03,7,Rain,134,94063
11/20/2013,60,55,50,59,54,50,100,95,82,29.98,29.92,29.86,10,10,2,10,2,,0,7,Rain,223,94063
11/21/2013,62,56,50,50,43,28,94,70,32,30.01,29.95,29.92,10,10,3,22,4,26.0,0,5,Rain,314,94063
