Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
12/7/2013,52,45,38,48,32,24,89,63,36,30.25,30.09,29.94,10,10,3,29,13,36.0,0.06,3,Rain,293,94107
12/8/2013,47,42,36,31,24,17,70,53,36,30.33,30.28,30.24,10,10,10,22,10,24.0,0,2,,64,94107
12/9/2013,52,44,36,31,23,18,70,49,28,30.43,30.37,30.32,10,10,10,20,8,23.0,0,0,,113,94107
12/10/2013,52,43,34,35,30,27,70,56,42,30.4,30.3,30.22,10,10,10,10,3,13.0,0,2,,138,94107
12/11/2013,57,48,38,36,32,27,85,60,35,30.25,30.21,30.18,10,10,10,14,3,16.0,0,1,,130,94107
12/12/2013,54,46,38,44,35,29,86,67,48,30.27,30.23,30.18,10,10,7,16,4,20.0,0,1,,278,94107
12/13/2013,53,47,40,45,41,38,89,76,63,30.34,30.28,30.25,10,9,7,12,4,14.0,0,2,,353,94107
12/14/2013,61,50,39,42,37,33,85,61,36,30.4,30.35,30.32,10,10,8,9,2,10.0,0,1,,263,94107
12/15/2013,60,50,40,44,38,34,76,60,43,30.36,30.3,30.24,10,9,7,10,2,12.0,0,3,,102,94107
12/16/2013,65,54,43,44,37,33,77,54,31,30.23,30.18,30.13,10,10,10,10,2,13.0,0,5,,113,94107
12/17/2013,59,53,46,46,41,36,77,60,43,30.18,30.11,30.04,9,6,5,7,3,8.0,0,6,,96,94107
12/18/2013,57,51,44,46,43,38,77,72,66,30.03,29.91,29.8,10,9,6,35,12,40.0,0,6,,274,94107
12/19/2013,59,53,47,43,36,23,77,52,27,29.94,29.83,29.74,10,10,10,36,12,43.0,0,2,,306,94107
12/20/2013,60,50,40,43,32,21,71,50,29,30.02,29.98,29.94,10,10,10,15,5,18.0,0,1,,257,94107
12/21/2013,60,54,47,47,45,43,86,74,62,30.09,30.03,29.98,10,10,10,17,7,21.0,0,1,,288,94107
12/22/2013,65,54,43,47,42,37,89,64,39,30.29,30.21,30.1,10,10,10,9,1,10.0,0,1,,337,94107
12/23/2013,60,52,44,45,40,37,80,64,47,30.4,30.35,30.3,10,9,7,8,1,9.0,0,1,,32,94107
